"ts","twd","pr","at","ws","dp","sr","lr"
2020-01-01,0,0.00026172399520874,-3.09960530598954,2.32552775243918,-3.47082112630204,35.0604515075684,260.679578145345
2020-01-02,0,0.000510503848393758,-2.61888224283854,4.17677881320318,-2.82054239908854,41.2105612754822,287.334041595459
2020-01-03,0,0.0448301061987877,0.250756835937523,3.66504326462746,-0.070792897542276,47.9940878550212,296.568059921265
2020-01-04,0,0.0223262310028076,2.64796473185226,3.46883374949296,1.38676096598311,32.7818172772725,302.648825963338
2020-01-05,0.00655555780522373,-1.98682149251302e-08,0.223409271240257,2.63841595500708,-1.07638397216795,60.6235672632853,225.927467346191
2020-01-06,0.0739790848349868,3.88051072756449e-10,-1.25672760009763,3.73169754445553,-1.78672002156571,41.9297350247701,246.665668487549
2020-01-07,0.0737225349260984,0.00448755795756976,1.39338328043624,2.13876414299011,0.73589986165365,32.5314029057821,290.115718841553
2020-01-08,0.0144512856853614,-6.45716985066732e-07,1.72576293945315,3.67290830612183,0.985364532470726,38.7203408877055,312.964070638021
2020-01-09,0.0973254808665722,-1.18215878804525e-06,2.38444417317709,4.60395842790604,0.686098988850915,57.6753805875778,274.606750488281
2020-01-10,0.208662765742053,0.0513564745585124,4.18629989624026,4.22094137966633,2.12896626790365,30.5473119119803,309.441249847412
2020-01-11,0.200986839441182,1.09017516175906e-05,3.05285161336263,1.89840847005447,2.11102066040041,60.0136115650336,268.8836034139
2020-01-12,0.121062796112573,9.9341074625651e-09,0.465570068359398,2.34135184561213,-0.708392842610635,61.459499694407,249.871407190959
2020-01-13,0.114082243369103,2.58286794026693e-07,0.181217447916708,3.03470415373643,-0.467485809326149,50.6360838661591,266.659096399943
2020-01-14,0.131252601741243,-3.27825546264648e-07,0.795271809895837,4.66596060991287,-0.76555226643876,55.4565522422393,269.708664576213
2020-01-15,0.17865497064183,1.21692816416423e-07,2.2071472167969,3.95405738552411,1.03481190999349,68.0342417260011,243.710446039836
2020-01-16,0.247571046770601,1.02818012237549e-05,4.05409138997396,2.46547612920403,2.62528381347659,69.0296261707942,262.704382578532
2020-01-17,0.0696390159951407,0.337892492612203,1.62787526448568,3.33973968029022,0.988899485270224,13.6260594278574,290.001674016317
2020-01-18,0.0445259971654181,0.0615233580271403,2.17238769531252,3.43738628427188,0.396015421549521,51.0742775350809,277.074907938639
2020-01-19,0.10893404535331,0.00510295232137044,-0.233980560302712,3.18530132869879,-1.87158559163407,56.9448338647683,260.249063491821
2020-01-20,0.129740625632719,6.07172648111979e-05,-1.23583958943681,5.55833907922109,-2.35538711547849,66.7924327254295,233.43240737915
2020-01-21,0.181912006479044,0.000101586182912191,-2.22377115885416,2.34603187441826,-3.40266901652018,66.7676771382491,227.10431543986
2020-01-22,1.1347710467706,8.12212626139323e-05,-2.92421061197916,1.62956905613343,-3.94725011189774,67.7628822227319,237.937241236369
2020-01-23,1.56691233043126,0.00107705593109131,-4.01174519856767,2.98554885387421,-4.44212188720701,53.9095917741458,275.29062906901
2020-01-24,0.225221127758656,0.000253995259602865,-1.45953979492185,3.02062375843525,-2.05893300374345,68.6721148292224,279.536715189616
2020-01-25,0.179269416886009,-2.64247258504232e-06,0.107165273030603,2.57888731360435,-0.424370829264319,55.4927028020223,280.794779459635
2020-01-26,0.10355814942296,0.0397233565648397,-0.147829437255837,3.37469014525414,-0.448552195231116,48.3952850103378,301.536215464274
2020-01-27,0.0745708949179996,0.0198373198509216,2.23586171468099,3.69475461045901,1.86644770304366,36.7384516000748,316.251480102539
2020-01-28,0,0.332332134246826,2.62189254760744,7.1335810025533,1.15212783813479,46.4301712910334,305.246116638184
2020-01-29,0,0.17655740181605,1.35578435262045,5.78100418051084,-0.0225954691568973,47.1994999249776,305.443592071533
2020-01-30,0.00082660457582506,0.279147615035375,2.2845334370931,4.89820697903633,1.72155405680343,70.0090910593669,298.193542480469
2020-01-31,0.0351389653776068,0.039681280652682,6.3443542480469,4.45957831044992,6.2127344767253,13.7338847120603,342.426011403402
2020-02-01,0.116256367685766,0.15668660402298,7.41900024414065,5.70311412215233,6.31738942464193,31.7816854715347,337.175319671631
2020-02-02,0.0419630087062158,0.506743272145589,7.73334147135421,6.94832146167755,6.2086120605469,8.84009709209204,341.312430063883
2020-02-03,0.0423329722615914,0.450317819913228,8.83787434895834,8.04763823747635,6.80298639933272,6.79950027664502,339.407721201579
2020-02-04,0,0.696138064066569,1.88138732910159,7.00748149553935,0.124024963378929,52.6380852063497,296.731246312459
2020-02-05,0,0.0263155301411947,0.369410451253259,3.22328538695971,-1.87740936279295,72.2029045522213,259.372999827067
2020-02-06,0.174711571168253,-9.50725128253301e-10,-0.508294169108069,2.60116788496574,-4.22431284586588,94.4921971956889,216.285439173381
2020-02-07,0.26456689613282,0,-0.195514424641885,1.37417102108399,-3.66602045694987,104.262798468272,209.362449010213
2020-02-08,0.27547674630492,0,0.220662689209007,3.57709281643232,-1.48339818318681,97.5276767810186,226.219297409058
2020-02-09,0.283385574002835,-8.91586144765218e-07,2.34710083007815,6.47905912995338,0.87359517415365,92.7013872861862,268.173397064209
2020-02-10,0.0753021968009719,0.370935201644897,5.73061269124349,10.1316697398822,3.02275365193685,45.6643616358439,321.583613077799
2020-02-11,0.0353869204292367,0.251930356025696,2.71374155680343,7.24157752593358,0.379266357421898,44.2814587752024,297.905735651652
2020-02-12,0.0261874468515894,0.0969120462735494,1.5649353027344,4.76922776301702,-1.22556788126627,64.7217513720195,283.752652486165
2020-02-13,0.0565248329621381,0.229423642158508,1.66779734293624,5.01313723127047,-0.0292470296223541,41.315766731898,283.974488576253
2020-02-14,0.0619047175541608,0.102182388305664,3.75273030598959,3.9450174048543,2.05860799153646,55.0160582959652,293.807978312174
2020-02-15,0.127011024498886,0,2.83498535156252,3.2520466769735,2.03647511800131,95.466372013092,258.969813028971
2020-02-16,0.246034419923061,-3.17891438802083e-07,5.58396809895834,5.1554206709067,3.3449595133464,80.5141942103704,286.503111521403
2020-02-17,0.068854100020247,0.338729759057363,6.0021631876628,4.69645009934902,4.35699742635092,17.0586937864621,317.65740331014
2020-02-18,0.0703162583518931,0.015437106291453,3.19670003255209,4.1124218304952,-0.166892751057901,111.457263668378,260.827713012695
2020-02-19,0.104075642842681,0.0211306015650431,1.78562952677413,5.20932611823082,-0.607524617512979,65.8205749193827,286.330629984538
2020-02-20,0.210118232435716,0.00148999691009521,3.67832082112631,3.33823747436206,1.26882578531905,120.624185959498,267.210060119629
2020-02-21,0.154964780319903,0.0308865407835886,3.18875910441085,4.33182311058044,-1.02536366780595,129.138752937317,251.103591283162
2020-02-22,0.284155132617939,-3.97364298502604e-08,3.93229573567709,3.20720255374908,0.0691505432129134,132.301013588905,242.333629608154
2020-02-23,0.370417685766349,0.0207416266202927,7.5685974121094,4.06634053091208,3.58065312703451,71.8126883506775,332.66170501709
2020-02-24,0.436440311804009,0.00681349635124207,8.79824218750002,3.93870543936888,6.34522781372073,100.098434289296,303.275594711304
2020-02-25,0.18005698521968,0.0557535489400228,5.26794713338217,4.306729276975,3.08796717325851,30.7422596613566,290.736679712931
2020-02-26,0.0744742862927718,0.409945646921794,0.343546803792321,6.43046324451764,-1.69075495402018,85.5478120545546,283.549073537191
2020-02-27,0.0731244685158939,0.28510316212972,-0.405336761474587,7.0543331404527,-1.45517450968424,42.3786609570185,295.480777740479
2020-02-28,0.0996858979550516,0.00835130612055461,1.3201843261719,4.33690557877223,-2.30245056152341,141.499005317688,272.913232167562
2020-02-29,0.231047499493825,0.00835130612055461,1.3201843261719,4.33690557877223,-2.30245056152341,141.499005317688,272.913232167562
2020-03-01,0.195632233245596,0.212548971176147,5.63052902221682,4.54247862100601,3.36723480224612,129.479651371638,297.196369806925
2020-03-02,0.169990261186475,0.22096331914266,3.19939448038741,3.74976575374603,0.548224385579431,59.5500391324361,293.019135157267
2020-03-03,0.0801816157116825,0.128476540247599,2.12995936075851,4.02688867847125,-0.662695312499977,93.0230263074239,287.759541193644
2020-03-04,0.271761753391375,0.0131646990776062,2.91249745686849,2.26355566705267,-0.000552876790322898,129.965187470118,273.030789057414
2020-03-05,0.171687649321725,0.898119489351908,4.02272949218752,3.90094119062026,2.74772669474288,32.1623316605886,323.838030497233
2020-03-06,0.140487406357562,0.0452123483022054,2.46837895711263,6.44922130306562,-0.26368687947587,69.6636832157771,305.308111826579
2020-03-07,0.151812634136465,0.0585227012634277,2.0796002705892,2.87977763513724,-1.32114893595377,111.31852499644,268.266724268595
2020-03-08,0.265742619963555,0.0247889136274656,2.40246225992843,3.1443442205588,-0.775890096028604,140.859445254008,256.594082514445
2020-03-09,0.210558513869204,0.177156865596771,3.96006927490237,3.4772013425827,1.38017171223959,108.097941120466,296.642824808757
2020-03-10,0.135524772221097,0.389597872893016,2.64319763183596,6.88698083162308,1.91384531656905,19.2809092203776,317.262557983398
2020-03-11,0.161720287507593,0.000954955816268921,7.66589762369796,4.74485234419505,6.47042236328127,46.9207615057627,324.751927057902
2020-03-12,0.406022433691031,0.0021246075630188,8.24989217122396,4.29276431600253,6.31387481689455,53.4702095588048,322.711952209473
2020-03-13,0.35925931362624,0.0147439440091451,5.07713216145834,4.86902622381846,0.828023529052757,180.861475785573,263.434619903564
2020-03-14,0.443379773233448,3.98159027099609e-05,4.54868469238284,2.21933643519878,0.519704437255882,110.908654212952,298.095609664917
2020-03-15,0.411768809475602,1.24077002207438e-05,5.48757197062179,2.60329100986322,2.35918451944991,182.469238400459,241.856707890828
2020-03-16,0.451069852196801,-6.55651092529297e-07,8.48279215494796,2.41616766403119,3.75106074015304,185.17426331838,258.544762293498
2020-03-17,0.548666997367888,4.11272048950195e-06,9.94074910481771,2.38009088734786,6.02851765950521,154.805932680766,299.186758677165
2020-03-18,0.509686363636364,2.28174030780792e-07,10.7117655436198,2.20058111846447,7.00492248535159,189.227388699849,267.568248748779
